timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,acc_1,acc_2,acc_3,drlref_1,drlref_2,note,ppg_1,ppg_2,ppg_3,thermistor
1729319938.3617239,,,,,,,-0.42504883,0.051452637,0.90844727,,,,,,,
1729319938.3640442,801.4286,789.7436,794.57874,814.7253,nan,nan,,,,,,,,,,
1729319938.3646884,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.3679461,797.8022,788.5348,797.3993,806.6667,nan,nan,,,,,,,,,,
1729319938.3686728,,,,,,,,,,,,,nan,262692080.0,nan,
1729319938.3718481,790.9524,791.3553,806.6667,797.8022,nan,nan,,,,,,,,,,
1729319938.3757501,801.02563,798.20514,813.1135,803.0403,nan,nan,,,,,,,,,,
1729319938.3796520,802.6374,786.52014,815.9341,808.68134,nan,nan,,,,,,,,,,
1729319938.3802466,,,,,,,-0.4243164,0.0446167,0.90618896,,,,,,,
1729319938.3835542,792.96704,776.4469,811.9048,803.0403,nan,nan,,,,,,,,,,
1729319938.3842828,,,,,,,,,,,,,nan,262724320.0,nan,
1729319938.3874562,777.6557,780.4762,804.65204,791.75824,nan,nan,,,,,,,,,,
1729319938.3913581,765.16486,784.10254,796.5934,779.67035,nan,nan,,,,,,,,,,
1729319938.3952601,770.40295,787.326,789.7436,782.49084,nan,nan,,,,,,,,,,
1729319938.3987694,,,,,,,-0.42279053,0.044067383,0.90563965,,,,,,,
1729319938.3991621,774.83514,786.9231,791.3553,788.5348,nan,nan,,,,,,,,,,
1729319938.3996987,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319938.3998930,,,,,,,,,,,,,nan,262736420.0,nan,
1729319938.4030640,773.6264,780.87915,794.17584,786.52014,nan,nan,,,,,,,,,,
1729319938.4069662,772.8205,776.8498,791.3553,783.2967,nan,nan,,,,,,,,,,
1729319938.4106858,,,,,,,,,,,,,,,,-7.724343
1729319938.4108682,763.5531,772.4176,794.17584,776.04395,nan,nan,,,,,,,,,,
1729319938.4147701,754.2857,773.22345,798.60803,780.87915,nan,nan,,,,,,,,,,
1729319938.4155033,,,,,,,,,,,,,nan,262735600.0,nan,
1729319938.4172921,,,,,,,-0.42736816,0.04663086,0.90618896,,,,,,,
1729319938.4186721,765.56775,780.4762,795.78754,792.5641,nan,nan,,,,,,,,,,
1729319938.4225740,776.8498,782.8938,794.57874,800.6227,nan,nan,,,,,,,,,,
1729319938.4264760,778.0586,780.4762,794.17584,796.99634,nan,nan,,,,,,,,,,
1729319938.4303782,776.4469,786.1172,792.5641,789.7436,nan,nan,,,,,,,,,,
1729319938.4311135,,,,,,,,,,,,,nan,262757360.0,nan,
1729319938.4342802,776.8498,789.34064,789.34064,797.8022,nan,nan,,,,,,,,,,
1729319938.4347088,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319938.4358146,,,,,,,-0.42565918,0.04437256,0.90960693,,,,,,,
1729319938.4381821,780.87915,783.69965,791.3553,803.0403,nan,nan,,,,,,,,,,
1729319938.4420841,780.87915,783.69965,797.8022,801.4286,nan,nan,,,,,,,,,,
1729319938.4459860,776.04395,789.7436,792.96704,799.81683,nan,nan,,,,,,,,,,
1729319938.4467237,,,,,,,,,,,,,nan,262743660.0,nan,
1729319938.4498882,771.2088,786.52014,790.14655,788.5348,nan,nan,,,,,,,,,,
1729319938.4537902,773.6264,780.4762,795.78754,786.9231,nan,nan,,,,,,,,,,
1729319938.4543374,,,,,,,-0.4244995,0.039855957,0.90563965,,,,,,,
1729319938.4576921,789.34064,784.90845,795.78754,797.8022,nan,nan,,,,,,,,,,
1729319938.4615941,791.75824,786.52014,799.41394,802.6374,nan,nan,,,,,,,,,,
1729319938.4623339,,,,,,,,,,,,,nan,262713040.0,nan,
1729319938.4654961,779.2674,784.5055,803.44324,796.5934,nan,nan,,,,,,,,,,
1729319938.4693980,773.6264,787.326,802.23444,794.57874,nan,nan,,,,,,,,,,
1729319938.4697192,,,,,,,,,,1581098.9,1582710.6,,,,,
1729319938.4728601,,,,,,,-0.4239502,0.04034424,0.9022827,,,,,,,
1729319938.4733002,773.6264,781.28204,798.60803,787.326,nan,nan,,,,,,,,,,
1729319938.4759932,,,,,,,,,,,,,,,,-7.9207253
1729319938.4772022,777.25275,776.04395,794.9817,780.4762,nan,nan,,,,,,,,,,
1729319938.4779439,,,,,,,,,,,,,nan,262760590.0,nan,
1729319938.4811041,773.22345,775.64105,792.1612,790.14655,nan,nan,,,,,,,,,,
1729319938.4850061,758.315,771.2088,796.1905,786.52014,nan,nan,,,,,,,,,,
1729319938.4889081,749.85345,768.3883,803.44324,784.10254,nan,nan,,,,,,,,,,
1729319938.4913826,,,,,,,-0.42822266,0.03942871,0.9071655,,,,,,,
1729319938.4928100,752.674,772.8205,799.41394,788.5348,nan,nan,,,,,,,,,,
1729319938.4935541,,,,,,,,,,,,,nan,262742860.0,nan,
1729319938.4967122,765.9707,775.2381,805.4579,786.1172,nan,nan,,,,,,,,,,
1729319938.5006142,767.1795,770.40295,812.3077,788.1319,nan,nan,,,,,,,,,,
1729319938.5045161,765.16486,774.0293,808.68134,798.60803,nan,nan,,,,,,,,,,
1729319938.5047293,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.5084181,763.95605,779.2674,803.44324,801.8315,nan,nan,,,,,,,,,,
1729319938.5091643,,,,,,,,,,,,,nan,262750910.0,nan,
1729319938.5099053,,,,,,,-0.42852783,0.03845215,0.9039917,,,,,,,
1729319938.5123200,765.56775,772.4176,804.65204,801.8315,nan,nan,,,,,,,,,,
1729319938.5162222,776.4469,766.3736,806.6667,809.4872,nan,nan,,,,,,,,,,
1729319938.5201242,774.0293,774.43225,801.02563,811.9048,nan,nan,,,,,,,,,,
1729319938.5240262,767.98535,791.3553,794.57874,803.8461,nan,nan,,,,,,,,,,
1729319938.5247746,,,,,,,,,,,,,nan,262760590.0,nan,
1729319938.5279281,767.1795,791.3553,785.31134,796.5934,nan,nan,,,,,,,,,,
1729319938.5284281,,,,,,,-0.43103027,0.035095215,0.90478516,,,,,,,
1729319938.5318301,764.35895,780.4762,792.96704,794.57874,nan,nan,,,,,,,,,,
1729319938.5357320,772.8205,781.28204,805.05493,802.6374,nan,nan,,,,,,,,,,
1729319938.5396342,784.5055,784.10254,805.05493,810.696,nan,nan,,,,,,,,,,
1729319938.5397396,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.5403848,,,,,,,,,,,,,nan,262787980.0,nan,
1729319938.5413005,,,,,,,,,,,,,,,,-7.675537
1729319938.5435362,788.93774,778.46155,803.0403,811.9048,nan,nan,,,,,,,,,,
1729319938.5469508,,,,,,,-0.4303589,0.034362793,0.89990234,,,,,,,
1729319938.5474381,781.685,780.87915,805.8608,807.8755,nan,nan,,,,,,,,,,
1729319938.5513401,779.67035,790.14655,816.7399,801.02563,nan,nan,,,,,,,,,,
1729319938.5552421,789.7436,787.72894,817.1429,807.8755,nan,nan,,,,,,,,,,
1729319938.5559947,,,,,,,,,,,,,nan,262791220.0,nan,
1729319938.5591440,792.5641,786.52014,805.8608,803.8461,nan,nan,,,,,,,,,,
1729319938.5630462,782.0879,783.69965,796.5934,795.38464,nan,nan,,,,,,,,,,
1729319938.5654733,,,,,,,-0.4277954,0.033691406,0.8997803,,,,,,,
1729319938.5669482,768.7912,784.5055,797.3993,798.60803,nan,nan,,,,,,,,,,
1729319938.5708501,767.98535,786.9231,799.81683,801.8315,nan,nan,,,,,,,,,,
1729319938.5716050,,,,,,,,,,,,,nan,262802500.0,nan,
1729319938.5747499,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.5747521,776.4469,785.31134,799.41394,801.4286,nan,nan,,,,,,,,,,
1729319938.5786541,781.685,782.49084,802.23444,805.8608,nan,nan,,,,,,,,,,
1729319938.5825560,783.69965,781.685,798.60803,803.8461,nan,nan,,,,,,,,,,
1729319938.5839961,,,,,,,-0.42797852,0.032104492,0.90093994,,,,,,,
1729319938.5864582,778.86444,782.49084,798.20514,801.02563,nan,nan,,,,,,,,,,
1729319938.5872152,,,,,,,,,,,,,nan,262828270.0,nan,
1729319938.5903602,771.6117,780.4762,804.65204,808.2784,nan,nan,,,,,,,,,,
1729319938.5942621,782.49084,787.72894,811.0989,803.8461,nan,nan,,,,,,,,,,
1729319938.5981641,787.326,783.2967,810.696,793.7729,nan,nan,,,,,,,,,,
1729319938.6020660,786.1172,780.07324,801.02563,799.81683,nan,nan,,,,,,,,,,
1729319938.6025188,,,,,,,-0.42938232,0.040161133,0.90393066,,,,,,,
1729319938.6028254,,,,,,,,,,,,,nan,262852450.0,nan,
1729319938.6059682,789.7436,785.31134,789.7436,809.0842,nan,nan,,,,,,,,,,
1729319938.6066079,,,,,,,,,,,,,,,,-7.8714542
1729319938.6097600,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.6098702,780.87915,776.8498,794.17584,810.696,nan,nan,,,,,,,,,,
1729319938.6137722,785.31134,788.1319,804.65204,813.91943,nan,nan,,,,,,,,,,
1729319938.6176741,796.5934,803.0403,804.65204,818.3516,nan,nan,,,,,,,,,,
1729319938.6184356,,,,,,,,,,,,,nan,262818610.0,nan,
1729319938.6210415,,,,,,,-0.42730713,0.039245605,0.9059448,,,,,,,
1729319938.6215761,795.38464,792.5641,803.0403,810.696,nan,nan,,,,,,,,,,
1729319938.6254780,792.5641,788.5348,803.8461,809.4872,nan,nan,,,,,,,,,,
1729319938.6293802,785.31134,788.93774,805.4579,813.91943,nan,nan,,,,,,,,,,
1729319938.6332822,796.99634,788.93774,811.50183,811.9048,nan,nan,,,,,,,,,,
1729319938.6340458,,,,,,,,,,,,,nan,262800080.0,nan,
1729319938.6371841,805.05493,789.7436,817.5458,819.9634,nan,nan,,,,,,,,,,
1729319938.6395640,,,,,,,-0.42669678,0.036315918,0.9072876,,,,,,,
1729319938.6410861,798.20514,789.7436,815.9341,818.3516,nan,nan,,,,,,,,,,
1729319938.6447704,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.6449881,797.3993,794.9817,815.12823,815.12823,nan,nan,,,,,,,,,,
1729319938.6488900,780.4762,793.7729,810.293,817.9487,nan,nan,,,,,,,,,,
1729319938.6496558,,,,,,,,,,,,,nan,262808130.0,nan,
1729319938.6527922,780.07324,789.7436,804.2491,812.71063,nan,nan,,,,,,,,,,
1729319938.6566942,792.1612,792.5641,790.9524,808.68134,nan,nan,,,,,,,,,,
1729319938.6580868,,,,,,,-0.42547607,0.039978027,0.90509033,,,,,,,
1729319938.6605961,793.7729,795.38464,782.49084,805.4579,nan,nan,,,,,,,,,,
1729319938.6644981,798.60803,796.99634,791.75824,801.8315,nan,nan,,,,,,,,,,
1729319938.6652660,,,,,,,,,,,,,nan,262834720.0,nan,
1729319938.6684000,791.3553,794.17584,792.1612,785.31134,nan,nan,,,,,,,,,,
1729319938.6719153,,,,,,,,,,,,,,,,-7.822301
1729319938.6723022,775.64105,790.14655,794.17584,781.28204,nan,nan,,,,,,,,,,
1729319938.6762042,775.2381,786.52014,796.5934,793.36993,nan,nan,,,,,,,,,,
1729319938.6766095,,,,,,,-0.42474365,0.037963867,0.9072876,,,,,,,
1729319938.6797805,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.6801062,779.2674,780.07324,796.99634,792.1612,nan,nan,,,,,,,,,,
1729319938.6808763,,,,,,,,,,,,,nan,262848430.0,nan,
1729319938.6840081,776.8498,778.0586,797.3993,786.1172,nan,nan,,,,,,,,,,
1729319938.6879101,768.7912,772.4176,792.5641,775.64105,nan,nan,,,,,,,,,,
1729319938.6918120,769.19415,779.67035,794.9817,775.2381,nan,nan,,,,,,,,,,
1729319938.6951320,,,,,,,-0.42755127,0.04095459,0.90734863,,,,,,,
1729319938.6957142,778.86444,787.72894,790.14655,782.0879,nan,nan,,,,,,,,,,
1729319938.6964865,,,,,,,,,,,,,nan,262860510.0,nan,
1729319938.6996162,778.46155,785.7143,781.685,784.10254,nan,nan,,,,,,,,,,
1729319938.7035182,781.28204,790.14655,787.326,784.5055,nan,nan,,,,,,,,,,
1729319938.7074201,787.72894,791.75824,800.2198,786.1172,nan,nan,,,,,,,,,,
1729319938.7113221,785.7143,788.93774,806.6667,787.326,nan,nan,,,,,,,,,,
1729319938.7120967,,,,,,,,,,,,,nan,262887100.0,nan,
1729319938.7136548,,,,,,,-0.4295044,0.037109375,0.9014282,,,,,,,
1729319938.7147908,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319938.7152240,784.90845,788.1319,804.65204,790.54944,nan,nan,,,,,,,,,,
1729319938.7191262,785.31134,785.31134,798.20514,799.81683,nan,nan,,,,,,,,,,
1729319938.7230282,782.49084,784.10254,797.3993,796.1905,nan,nan,,,,,,,,,,
1729319938.7269301,777.25275,784.90845,794.9817,785.31134,nan,nan,,,,,,,,,,
1729319938.7277067,,,,,,,,,,,,,nan,262885490.0,nan,
1729319938.7308321,772.4176,784.90845,790.9524,788.93774,nan,nan,,,,,,,,,,
1729319938.7321775,,,,,,,-0.43237305,0.03967285,0.9050293,,,,,,,
1729319938.7347341,779.2674,792.1612,798.20514,799.41394,nan,nan,,,,,,,,,,
1729319938.7372224,,,,,,,,,,,,,,,,-7.529805
1729319938.7386363,781.685,790.9524,799.011,800.2198,nan,nan,,,,,,,,,,
1729319938.7425382,778.46155,788.1319,792.5641,791.3553,nan,nan,,,,,,,,,,
1729319938.7433169,,,,,,,,,,,,,nan,262873400.0,nan,
1729319938.7464402,772.01465,791.3553,791.75824,782.49084,nan,nan,,,,,,,,,,
1729319938.7498012,,,,,,,,,,1580293.0,1582710.6,,,,,
1729319938.7503421,761.53845,789.7436,796.5934,780.4762,nan,nan,,,,,,,,,,
1729319938.7507002,,,,,,,-0.43225098,0.032348633,0.9075928,,,,,,,
1729319938.7542441,770.80585,786.1172,799.41394,791.75824,nan,nan,,,,,,,,,,
1729319938.7581460,780.4762,790.14655,798.20514,799.011,nan,nan,,,,,,,,,,
1729319938.7589271,,,,,,,,,,,,,nan,262933040.0,nan,
1729319938.7620482,783.2967,796.1905,796.1905,801.4286,nan,nan,,,,,,,,,,
1729319938.7659502,780.87915,790.14655,794.17584,799.81683,nan,nan,,,,,,,,,,
1729319938.7692227,,,,,,,-0.43066406,0.038635254,0.9067993,,,,,,,
1729319938.7698522,769.19415,782.0879,798.20514,790.14655,nan,nan,,,,,,,,,,
1729319938.7737541,775.64105,786.52014,800.6227,788.5348,nan,nan,,,,,,,,,,
1729319938.7745373,,,,,,,,,,,,,nan,262933840.0,nan,
1729319938.7776561,788.93774,792.96704,800.6227,788.1319,nan,nan,,,,,,,,,,
1729319938.7815580,785.7143,789.34064,799.011,784.10254,nan,nan,,,,,,,,,,
1729319938.7848113,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.7854602,788.93774,783.2967,796.5934,787.72894,nan,nan,,,,,,,,,,
1729319938.7877455,,,,,,,-0.42669678,0.037841797,0.90460205,,,,,,,
1729319938.7893622,786.52014,790.9524,796.99634,796.99634,nan,nan,,,,,,,,,,
1729319938.7901475,,,,,,,,,,,,,nan,262930620.0,nan,
1729319938.7932642,786.52014,791.3553,793.36993,808.2784,nan,nan,,,,,,,,,,
1729319938.7971661,801.8315,790.9524,796.5934,804.2491,nan,nan,,,,,,,,,,
1729319938.8010681,807.8755,797.3993,800.2198,795.38464,nan,nan,,,,,,,,,,
1729319938.8025298,,,,,,,,,,,,,,,,-7.9207253
1729319938.8049703,794.57874,799.011,803.44324,796.1905,nan,nan,,,,,,,,,,
1729319938.8057578,,,,,,,,,,,,,nan,262932240.0,nan,
1729319938.8062682,,,,,,,-0.42358398,0.041870117,0.90838623,,,,,,,
1729319938.8088722,785.31134,793.36993,808.2784,802.23444,nan,nan,,,,,,,,,,
1729319938.8127742,785.7143,786.1172,799.81683,803.0403,nan,nan,,,,,,,,,,
1729319938.8166761,790.54944,790.14655,797.3993,800.6227,nan,nan,,,,,,,,,,
1729319938.8198216,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.8205781,790.9524,792.5641,803.44324,808.68134,nan,nan,,,,,,,,,,
1729319938.8213677,,,,,,,,,,,,,nan,262926600.0,nan,
1729319938.8244801,789.34064,796.5934,807.47253,816.337,nan,nan,,,,,,,,,,
1729319938.8247910,,,,,,,-0.42687988,0.039978027,0.9122925,,,,,,,
1729319938.8283823,788.1319,803.44324,811.9048,807.47253,nan,nan,,,,,,,,,,
1729319938.8322842,784.5055,810.293,808.2784,800.2198,nan,nan,,,,,,,,,,
1729319938.8361862,788.5348,810.293,795.38464,803.44324,nan,nan,,,,,,,,,,
1729319938.8369780,,,,,,,,,,,,,nan,262985420.0,nan,
1729319938.8400881,795.78754,808.68134,787.326,798.20514,nan,nan,,,,,,,,,,
1729319938.8433135,,,,,,,-0.42437744,0.041870117,0.90997314,,,,,,,
1729319938.8439901,794.57874,805.05493,793.36993,799.011,nan,nan,,,,,,,,,,
1729319938.8478920,782.8938,789.7436,797.3993,799.41394,nan,nan,,,,,,,,,,
1729319938.8517942,774.83514,787.72894,801.02563,788.5348,nan,nan,,,,,,,,,,
1729319938.8525882,,,,,,,,,,,,,nan,262942700.0,nan,
1729319938.8548317,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.8556962,779.67035,798.20514,808.68134,794.57874,nan,nan,,,,,,,,,,
1729319938.8595982,779.67035,800.2198,804.65204,787.326,nan,nan,,,,,,,,,,
1729319938.8618362,,,,,,,-0.4258423,0.04248047,0.909729,,,,,,,
1729319938.8635001,776.4469,797.3993,800.2198,771.2088,nan,nan,,,,,,,,,,
1729319938.8674021,765.56775,795.78754,797.8022,770.80585,nan,nan,,,,,,,,,,
1729319938.8678372,,,,,,,,,,,,,,,,-7.724343
1729319938.8681984,,,,,,,,,,,,,nan,262927400.0,nan,
1729319938.8713043,765.16486,798.60803,796.5934,770.0,nan,nan,,,,,,,,,,
1729319938.8752062,784.90845,806.6667,794.17584,782.8938,nan,nan,,,,,,,,,,
1729319938.8791082,791.75824,810.293,794.57874,793.7729,nan,nan,,,,,,,,,,
1729319938.8803589,,,,,,,-0.4303589,0.040649414,0.90686035,,,,,,,
1729319938.8830101,794.17584,809.4872,793.36993,788.5348,nan,nan,,,,,,,,,,
1729319938.8838086,,,,,,,,,,,,,nan,262930620.0,nan,
1729319938.8869121,788.5348,805.4579,788.1319,784.90845,nan,nan,,,,,,,,,,
1729319938.8898420,,,,,,,,,,1581098.9,1582710.6,,,,,
1729319938.8908141,775.64105,791.3553,792.5641,785.7143,nan,nan,,,,,,,,,,
1729319938.8947163,774.43225,786.52014,794.9817,794.9817,nan,nan,,,,,,,,,,
1729319938.8986182,777.25275,794.57874,793.36993,791.75824,nan,nan,,,,,,,,,,
1729319938.8988814,,,,,,,-0.4300537,0.036193848,0.9038696,,,,,,,
1729319938.8994186,,,,,,,,,,,,,nan,262933840.0,nan,
1729319938.9025202,775.64105,801.02563,796.99634,790.14655,nan,nan,,,,,,,,,,
1729319938.9064221,778.86444,789.34064,796.5934,794.17584,nan,nan,,,,,,,,,,
1729319938.9103241,779.67035,786.1172,795.78754,794.57874,nan,nan,,,,,,,,,,
1729319938.9142261,784.90845,803.0403,788.93774,797.3993,nan,nan,,,,,,,,,,
1729319938.9150288,,,,,,,,,,,,,nan,262870990.0,nan,
1729319938.9174042,,,,,,,-0.4307251,0.043762207,0.90423584,,,,,,,
1729319938.9181283,792.5641,806.26373,784.10254,798.20514,nan,nan,,,,,,,,,,
1729319938.9220302,792.5641,799.41394,787.72894,796.99634,nan,nan,,,,,,,,,,
1729319938.9248524,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319938.9259322,787.326,795.38464,792.1612,792.5641,nan,nan,,,,,,,,,,
1729319938.9298341,774.43225,794.57874,786.52014,785.7143,nan,nan,,,,,,,,,,
1729319938.9306390,,,,,,,,,,,,,nan,262871790.0,nan,
1729319938.9331446,,,,,,,,,,,,,,,,-7.8714542
1729319938.9337361,782.0879,793.7729,789.7436,787.72894,nan,nan,,,,,,,,,,
1729319938.9359269,,,,,,,-0.42633057,0.03967285,0.8978882,,,,,,,
1729319938.9376383,799.011,791.75824,802.6374,796.99634,nan,nan,,,,,,,,,,
1729319938.9415402,791.3553,789.7436,795.38464,788.5348,nan,nan,,,,,,,,,,
1729319938.9454422,777.6557,790.54944,793.7729,785.31134,nan,nan,,,,,,,,,,
1729319938.9462492,,,,,,,,,,,,,nan,262873400.0,nan,
1729319938.9493442,775.2381,791.75824,796.1905,797.8022,nan,nan,,,,,,,,,,
1729319938.9532461,782.49084,789.34064,789.34064,800.6227,nan,nan,,,,,,,,,,
1729319938.9544497,,,,,,,-0.42694092,0.040100098,0.90045166,,,,,,,
1729319938.9571481,789.7436,785.31134,785.31134,796.5934,nan,nan,,,,,,,,,,
1729319938.9598625,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.9610503,794.17584,779.2674,788.5348,793.7729,nan,nan,,,,,,,,,,
1729319938.9618595,,,,,,,,,,,,,nan,262830690.0,nan,
1729319938.9649522,792.5641,780.4762,788.93774,790.54944,nan,nan,,,,,,,,,,
1729319938.9688542,784.5055,788.93774,788.1319,792.5641,nan,nan,,,,,,,,,,
1729319938.9727561,776.8498,791.3553,790.9524,797.3993,nan,nan,,,,,,,,,,
1729319938.9729722,,,,,,,-0.42974854,0.040771484,0.90338135,,,,,,,
1729319938.9766581,785.7143,792.1612,794.17584,813.5165,nan,nan,,,,,,,,,,
1729319938.9774697,,,,,,,,,,,,,nan,262846000.0,nan,
1729319938.9805601,790.9524,796.99634,793.36993,814.7253,nan,nan,,,,,,,,,,
1729319938.9844623,782.0879,796.99634,789.34064,798.20514,nan,nan,,,,,,,,,,
1729319938.9883642,774.83514,793.36993,787.72894,794.9817,nan,nan,,,,,,,,,,
1729319938.9914949,,,,,,,-0.42614746,0.04058838,0.90234375,,,,,,,
1729319938.9922662,778.46155,791.75824,791.75824,792.5641,nan,nan,,,,,,,,,,
1729319938.9930797,,,,,,,,,,,,,nan,262771870.0,nan,
1729319938.9948728,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319938.9961681,789.7436,793.36993,796.1905,797.3993,nan,nan,,,,,,,,,,
1729319938.9984519,,,,,,,,,,,,,,,,-7.7732635
1729319939.0000701,784.90845,789.34064,791.75824,803.44324,nan,nan,,,,,,,,,,
1729319939.0039723,781.28204,786.1172,785.31134,802.23444,nan,nan,,,,,,,,,,
1729319939.0078743,781.28204,794.17584,784.5055,798.20514,nan,nan,,,,,,,,,,
1729319939.0086899,,,,,,,,,,,,,nan,262779120.0,nan,
1729319939.0100176,,,,,,,-0.43066406,0.036376953,0.90405273,,,,,,,
1729319939.0117762,780.87915,799.011,784.5055,804.2491,nan,nan,,,,,,,,,,
1729319939.0156782,794.17584,799.41394,785.7143,807.8755,nan,nan,,,,,,,,,,
1729319939.0195801,796.5934,801.4286,792.96704,803.44324,nan,nan,,,,,,,,,,
1729319939.0234821,795.38464,803.0403,801.8315,807.47253,nan,nan,,,,,,,,,,
1729319939.0243001,,,,,,,,,,,,,nan,262755740.0,nan,
1729319939.0273843,795.38464,797.8022,804.65204,806.26373,nan,nan,,,,,,,,,,
1729319939.0285404,,,,,,,-0.42962646,0.042785645,0.90356445,,,,,,,
1729319939.0298829,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319939.0312862,799.41394,799.41394,805.8608,805.05493,nan,nan,,,,,,,,,,
1729319939.0351882,805.05493,803.44324,807.47253,815.12823,nan,nan,,,,,,,,,,
1729319939.0390902,802.23444,799.81683,803.44324,816.337,nan,nan,,,,,,,,,,
1729319939.0399103,,,,,,,,,,,,,nan,262734800.0,nan,
1729319939.0429921,799.81683,794.57874,796.99634,811.0989,nan,nan,,,,,,,,,,
1729319939.0468941,787.326,792.96704,790.54944,802.6374,nan,nan,,,,,,,,,,
1729319939.0470629,,,,,,,-0.42980957,0.042175293,0.9063721,,,,,,,
1729319939.0507963,775.64105,797.3993,794.17584,794.9817,nan,nan,,,,,,,,,,
1729319939.0546982,789.7436,798.20514,797.3993,794.57874,nan,nan,,,,,,,,,,
1729319939.0555205,,,,,,,,,,,,,nan,262758180.0,nan,
1729319939.0586002,806.6667,797.8022,797.3993,799.41394,nan,nan,,,,,,,,,,
1729319939.0625021,805.8608,799.81683,794.17584,800.6227,nan,nan,,,,,,,,,,
1729319939.0637593,,,,,,,,,,,,,,,,-7.675537
1729319939.0648932,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319939.0655856,,,,,,,-0.42877197,0.037475586,0.9047241,,,,,,,
1729319939.0664041,782.8938,794.17584,787.72894,797.8022,nan,nan,,,,,,,,,,
1729319939.0703063,774.43225,785.7143,792.96704,799.41394,nan,nan,,,,,,,,,,
1729319939.0711305,,,,,,,,,,,,,nan,262720290.0,nan,
1729319939.0742083,781.28204,781.685,795.78754,804.2491,nan,nan,,,,,,,,,,
1729319939.0781102,790.54944,786.9231,794.9817,813.5165,nan,nan,,,,,,,,,,
1729319939.0820122,794.9817,794.17584,791.3553,810.293,nan,nan,,,,,,,,,,
1729319939.0841084,,,,,,,-0.42749023,0.036621094,0.90496826,,,,,,,
1729319939.0859141,784.5055,794.9817,784.90845,798.60803,nan,nan,,,,,,,,,,
1729319939.0867407,,,,,,,,,,,,,nan,262707400.0,nan,
1729319939.0898161,773.6264,794.57874,782.0879,796.5934,nan,nan,,,,,,,,,,
1729319939.0937183,781.685,788.93774,781.28204,800.2198,nan,nan,,,,,,,,,,
1729319939.0976202,790.14655,786.1172,786.52014,794.17584,nan,nan,,,,,,,,,,
1729319939.0999033,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319939.1015222,792.5641,788.1319,796.99634,790.54944,nan,nan,,,,,,,,,,
1729319939.1023510,,,,,,,,,,,,,nan,262680000.0,nan,
1729319939.1026311,,,,,,,-0.42681885,0.036987305,0.90704346,,,,,,,
1729319939.1054242,784.10254,787.72894,800.2198,791.3553,nan,nan,,,,,,,,,,
1729319939.1093261,776.8498,790.54944,802.23444,787.326,nan,nan,,,,,,,,,,
1729319939.1132281,782.49084,796.1905,796.99634,788.93774,nan,nan,,,,,,,,,,
1729319939.1171303,786.9231,788.93774,789.34064,795.78754,nan,nan,,,,,,,,,,
1729319939.1179612,,,,,,,,,,,,,nan,262705800.0,nan,
1729319939.1210322,789.34064,781.685,793.36993,799.81683,nan,nan,,,,,,,,,,
1729319939.1211536,,,,,,,-0.42938232,0.039001465,0.91278076,,,,,,,
1729319939.1249342,787.72894,793.36993,794.57874,805.05493,nan,nan,,,,,,,,,,
1729319939.1288362,774.83514,796.5934,796.5934,803.0403,nan,nan,,,,,,,,,,
1729319939.1290667,,,,,,,,,,,,,,,,-8.218855
1729319939.1327381,770.0,789.7436,791.75824,790.54944,nan,nan,,,,,,,,,,
1729319939.1335714,,,,,,,,,,,,,nan,262745280.0,nan,
1729319939.1349137,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319939.1366403,784.90845,788.5348,792.96704,789.7436,nan,nan,,,,,,,,,,
1729319939.1396763,,,,,,,-0.4276123,0.03881836,0.9161377,,,,,,,
1729319939.1405423,792.96704,790.14655,803.8461,796.99634,nan,nan,,,,,,,,,,
1729319939.1444442,791.75824,793.36993,802.6374,794.9817,nan,nan,,,,,,,,,,
1729319939.1483462,793.36993,799.011,800.6227,797.8022,nan,nan,,,,,,,,,,
1729319939.1491816,,,,,,,,,,,,,nan,262736420.0,nan,
1729319939.1522481,783.2967,791.3553,801.02563,803.8461,nan,nan,,,,,,,,,,
1729319939.1561501,780.87915,787.326,795.38464,803.44324,nan,nan,,,,,,,,,,
1729319939.1581991,,,,,,,-0.42736816,0.041259766,0.9074707,,,,,,,
1729319939.1600523,784.90845,790.54944,796.5934,803.0403,nan,nan,,,,,,,,,,
